channel_title,category_id,category_name,publish_day,publish_month,publish_season,publish_hour_category,title_sentiment_label,description_sentiment_label,tags_sentiment_label,len_title,desc_len,No_tags,has_tags,is_weekend_publish_day,publish_hour,title_sentiment,description_sentiment,tags_sentiment,channel_avg_views,channel_median_views,channel_video_count,channel_historical_avg,views,views_log,views_category
SahibNoor Singh,24,Entertainment,Friday,March,Spring,Afternoon,Negative,Negative,Positive,68,326,18,1,0,15,-0.125,-0.125,0.225,277921.06451612903,269274.5,62,243902.94444444444,442029,12.999133032059714,Medium
SahibNoor Singh,24,Entertainment,Friday,March,Spring,Afternoon,Negative,Negative,Positive,68,326,18,1,0,15,-0.125,-0.125,0.225,277921.06451612903,269274.5,62,249257.7027027027,395572,12.888090625643164,Medium
SahibNoor Singh,24,Entertainment,Friday,March,Spring,Afternoon,Negative,Negative,Positive,68,326,18,1,0,15,-0.125,-0.125,0.225,277921.06451612903,269274.5,62,253108.07894736843,238262,12.381130384560912,Medium
Dreamz Unlimited,24,Entertainment,Friday,March,Spring,Afternoon,Neutral,Positive,Neutral,58,480,8,1,0,15,0.0,0.15,0.0,63065.1914893617,56313.0,47,54019.17857142857,62879,11.048983427103089,Low
Dreamz Unlimited,24,Entertainment,Friday,March,Spring,Afternoon,Neutral,Positive,Neutral,58,480,8,1,0,15,0.0,0.15,0.0,63065.1914893617,56313.0,47,54324.68965517241,39820,10.5921496903114,Low
FoxStarHindi,24,Entertainment,Friday,March,Spring,Afternoon,Positive,Positive,Positive,87,879,12,1,0,15,0.15000000000000002,0.16111111111111115,0.3,22514421.76785714,27045063.5,56,14518309.444444444,2253396,14.627949413389757,High
FoxStarHindi,24,Entertainment,Friday,March,Spring,Afternoon,Positive,Positive,Positive,87,879,12,1,0,15,0.15000000000000002,0.16111111111111115,0.3,22514421.76785714,27045063.5,56,13872787.684210526,929887,13.742819427769625,High
FoxStarHindi,24,Entertainment,Friday,March,Spring,Afternoon,Positive,Positive,Positive,87,879,12,1,0,15,0.15000000000000002,0.16111111111111115,0.3,22514421.76785714,27045063.5,56,13225642.65,2408210,14.694394706156757,High
The Wire,25,News & Politics,Friday,March,Spring,Afternoon,Neutral,Neutral,Neutral,69,192,20,1,0,15,0.0,0.0,0.0,144531.1978021978,138539.0,91,142466.8088235294,123792,11.726366094823042,Low
Shri Devkinandan Thakur Ji,22,People & Blogs,Friday,March,Spring,Afternoon,Neutral,Positive,Neutral,68,837,9,1,0,15,0.0,0.5,0.0,42868.204545454544,36972.0,88,41830.666666666664,48868,10.79689852760344,Low
V6 News Telugu,25,News & Politics,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,75,1011,21,1,0,16,0.0,0.10227272727272727,0.5,411437.358490566,334437.0,212,417923.27642276423,660748,13.401129319033684,High
V6 News Telugu,25,News & Politics,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,75,1011,21,1,0,16,0.0,0.10227272727272727,0.5,411437.358490566,334437.0,212,419881.54032258067,552492,13.222196042610525,Medium
ETV Andhra Pradesh,25,News & Politics,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,41,730,35,1,0,16,0.0,0.640625,0.28181818181818175,96732.9219858156,93087.0,141,85069.08139534884,111993,11.62620057741366,Low
RadaanMedia,24,Entertainment,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,38,3172,14,1,0,16,0.0,0.1479646697388633,0.19318181818181818,394000.1234567901,365450.0,243,409496.4919354839,459271,13.037397906121619,Medium
VikatanTV,24,Entertainment,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,34,459,13,1,0,17,0.0,1.0,0.7,708922.8274647887,645614.0,284,783543.3829787234,609553,13.32048282118979,High
TV5 News,25,News & Politics,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,92,1403,18,1,0,17,0.0,0.21818181818181814,0.26737012987012987,404026.8301886792,241777.0,53,504747.5,131195,11.784447667222485,Low
ETV Plus India,23,Comedy,Friday,March,Spring,Afternoon,Positive,Positive,Negative,53,223,33,1,0,17,0.35,0.5,-0.26666666666666666,497711.94023904385,346074.0,251,499976.0962962963,65872,11.095483924851465,Low
Black Sheep,24,Entertainment,Friday,March,Spring,Afternoon,Positive,Neutral,Positive,65,426,7,1,0,17,0.4166666666666667,0.09045138888888889,0.29333333333333333,233401.203125,203022.5,192,162231.18367346938,142984,11.870495008635274,Low
Black Sheep,24,Entertainment,Friday,March,Spring,Afternoon,Positive,Neutral,Positive,65,426,7,1,0,17,0.4166666666666667,0.09045138888888889,0.29333333333333333,233401.203125,203022.5,192,162036.7676767677,346551,12.755788158502469,Medium
Black Sheep,24,Entertainment,Friday,March,Spring,Afternoon,Positive,Neutral,Positive,65,426,7,1,0,17,0.4166666666666667,0.09045138888888889,0.29333333333333333,233401.203125,203022.5,192,163881.91,287869,12.570264268322562,Medium
Goldmines Telefilms,1,Film & Animation,Friday,March,Spring,Afternoon,Positive,Positive,Positive,98,1132,13,1,0,17,0.22878787878787876,0.20189393939393938,0.2287878787878788,5647600.912280702,4331868.0,114,5855596.666666667,608579,13.318883653598096,High
Goldmines Telefilms,1,Film & Animation,Friday,March,Spring,Afternoon,Positive,Positive,Positive,98,1132,13,1,0,17,0.22878787878787876,0.20189393939393938,0.2287878787878788,5647600.912280702,4331868.0,114,5807458.889908257,2431818,14.70415009495646,High
Goldmines Telefilms,1,Film & Animation,Friday,March,Spring,Afternoon,Positive,Positive,Positive,98,1132,13,1,0,17,0.22878787878787876,0.20189393939393938,0.2287878787878788,5647600.912280702,4331868.0,114,5776771.245454545,2970974,14.904400739734147,High
Goldmines Telefilms,1,Film & Animation,Friday,March,Spring,Afternoon,Positive,Positive,Positive,98,1132,13,1,0,17,0.22878787878787876,0.20189393939393938,0.2287878787878788,5647600.912280702,4331868.0,114,5751493.792792792,3387120,15.035490855992025,High
Goldmines Telefilms,1,Film & Animation,Friday,March,Spring,Afternoon,Positive,Positive,Positive,98,1132,13,1,0,17,0.22878787878787876,0.20189393939393938,0.2287878787878788,5647600.912280702,4331868.0,114,5730383.3125,1762893,14.382467334785145,High
Saregama TVShows,24,Entertainment,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,72,686,28,1,0,17,0.0,0.25,0.5,148513.02747252746,152561.5,182,149257.45794392523,106195,11.573041722297212,Low
The Lallantop,25,News & Politics,Friday,March,Spring,Afternoon,Positive,Neutral,Neutral,82,215,10,1,0,17,0.8,0.0,0.0,1668103.705882353,290689.0,51,1877862.7674418604,259210,12.465397680831384,Medium
The Lallantop,25,News & Politics,Friday,March,Spring,Afternoon,Positive,Neutral,Neutral,82,215,10,1,0,17,0.8,0.0,0.0,1668103.705882353,290689.0,51,1841075.2045454546,250516,12.431282061475837,Medium
The Lallantop,25,News & Politics,Friday,March,Spring,Afternoon,Positive,Neutral,Neutral,82,215,10,1,0,17,0.8,0.0,0.0,1668103.705882353,290689.0,51,1805729.4444444445,188733,12.148093895306323,Medium
NIROM मराठी,24,Entertainment,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,104,333,10,1,0,17,0.0,0.5,0.39999999999999997,107086.79464285714,87658.0,112,64616.26190476191,150912,11.92445879081332,Low
NIROM मराठी,24,Entertainment,Friday,March,Spring,Afternoon,Neutral,Positive,Positive,104,333,10,1,0,17,0.0,0.5,0.39999999999999997,107086.79464285714,87658.0,112,66623.13953488372,127910,11.759089988559907,Low
mallemalatv,24,Entertainment,Friday,March,Spring,Evening,Positive,Positive,Neutral,92,516,19,1,0,18,0.16666666666666666,0.25,0.05303030303030303,946156.7268907563,792957.0,238,866752.033898305,1279181,14.06173136910832,High
mallemalatv,24,Entertainment,Friday,March,Spring,Evening,Positive,Positive,Neutral,92,516,19,1,0,18,0.16666666666666666,0.25,0.05303030303030303,946156.7268907563,792957.0,238,870217.8235294118,557876,13.231893786957635,Medium
ETV Jabardasth,22,People & Blogs,Friday,March,Spring,Evening,Positive,Positive,Neutral,62,587,35,1,0,18,0.175,0.5,0.075,1513569.141025641,1624854.0,234,1333511.655462185,1365475,14.127013643761943,High
ETV Jabardasth,22,People & Blogs,Friday,March,Spring,Evening,Positive,Positive,Neutral,62,587,35,1,0,18,0.175,0.5,0.075,1513569.141025641,1624854.0,234,1333778.0166666666,1109020,13.91898820213158,High
Technical Guruji,28,Science & Technology,Friday,March,Spring,Evening,Positive,Positive,Positive,88,924,41,1,0,18,0.4,0.24805194805194808,0.3373737373737373,575837.0465116279,422925.0,215,374452.1811023622,223578,12.31752009814234,Medium
BollywoodHungama.com,24,Entertainment,Friday,March,Spring,Evening,Neutral,Positive,Neutral,55,497,16,1,0,18,0.0,0.37351190476190477,0.0,114445.31818181818,89049.0,22,106680.25,291214,12.581817104967033,Medium
BollywoodHungama.com,24,Entertainment,Friday,March,Spring,Evening,Neutral,Positive,Neutral,55,497,9,1,0,18,0.0,0.37351190476190477,0.0,114445.31818181818,89049.0,22,117535.17647058824,201509,12.21359428692902,Medium
BollywoodHungama.com,24,Entertainment,Friday,March,Spring,Evening,Neutral,Positive,Neutral,55,497,9,1,0,18,0.0,0.37351190476190477,0.0,114445.31818181818,89049.0,22,122200.38888888889,112215,11.628180864399507,Low
Calvary Temple Hyderabad,22,People & Blogs,Friday,March,Spring,Evening,Neutral,Positive,Neutral,81,1711,21,1,0,19,0.0,0.23095238095238096,0.0,14180.342857142858,12652.0,35,14269.967741935483,12406,9.426016108442871,Low
Sony PAL,24,Entertainment,Friday,March,Spring,Evening,Neutral,Neutral,Positive,42,1496,39,1,0,19,0.0,-0.09551282051282052,0.34500000000000003,310859.7252747253,256739.0,182,320555.2417582418,170775,12.048108035240935,Medium
Troom Troom,26,Howto & Style,Friday,March,Spring,Evening,Positive,Positive,Positive,63,2766,24,1,0,20,0.15625,0.13587612233445567,0.2222222222222222,2567817.846153846,1947765.0,78,3111650.6923076925,1718847,14.357164856953363,High
Troom Troom,26,Howto & Style,Friday,March,Spring,Evening,Positive,Positive,Positive,63,2766,24,1,0,20,0.15625,0.13587612233445567,0.2222222222222222,2567817.846153846,1947765.0,78,3076830.6,1947234,14.481920975581387,High
Kabaddi365.com,17,Sports,Friday,March,Spring,Evening,Positive,Positive,Positive,58,593,13,1,0,21,0.13636363636363635,0.39015151515151514,0.13636363636363635,194901.13709677418,177071.0,124,193081.13333333333,316024,12.663576603363758,Medium
Rathore Cassettes,10,Music,Friday,March,Spring,Evening,Positive,Positive,Positive,104,910,28,1,0,22,0.35714285714285715,0.5,0.28354978354978355,1544870.0416666667,507420.0,24,2055468.5294117648,295378,12.596014556505006,Medium
Sonotek Bhakti,10,Music,Friday,March,Spring,Evening,Positive,Positive,Positive,129,423,9,1,0,23,0.35714285714285715,0.35,0.41428571428571426,181637.17582417582,114266.0,91,257942.5,97486,11.487474314762926,Low
Sonotek Bhakti,10,Music,Friday,March,Spring,Evening,Positive,Positive,Positive,129,423,9,1,0,23,0.35714285714285715,0.35,0.41428571428571426,181637.17582417582,114266.0,91,253828.23076923078,129557,11.771883936302887,Low
zeebangla,24,Entertainment,Friday,March,Spring,Evening,Positive,Positive,Positive,60,1526,10,1,0,23,1.0,0.1392543859649123,0.175,231766.7766990291,221876.0,103,210658.18181818182,387867,12.86842035453659,Medium
zeetamil,24,Entertainment,Friday,March,Spring,Evening,Positive,Positive,Positive,54,1099,10,1,0,23,1.0,0.17552083333333335,0.175,292377.6285714286,235365.0,105,261780.7,359237,12.791740400460625,Medium
zeetamil,24,Entertainment,Friday,March,Spring,Evening,Positive,Positive,Positive,54,1099,10,1,0,23,1.0,0.17552083333333335,0.175,292377.6285714286,235365.0,105,262851.64835164836,446502,13.00920139820109,Medium
zeetamil,24,Entertainment,Friday,March,Spring,Evening,Positive,Positive,Positive,54,1099,10,1,0,23,1.0,0.17552083333333335,0.175,292377.6285714286,235365.0,105,264847.847826087,141682,11.861347446710235,Low
Rose Telugu Movies,26,Howto & Style,Friday,March,Spring,Evening,Positive,Positive,Neutral,68,732,13,1,0,23,0.5,0.5,0.0,524941.3414634146,238649.0,41,574969.8095238095,71921,11.183337477435154,Low
zeetvtelugu,24,Entertainment,Friday,March,Spring,Evening,Neutral,Positive,Positive,58,1376,10,1,0,23,0.0,0.2090151515151515,0.175,175516.72486772487,151340.0,189,137304.79816513762,274386,12.52229479761829,Medium
zeetvtelugu,24,Entertainment,Friday,March,Spring,Evening,Neutral,Positive,Positive,58,1376,10,1,0,23,0.0,0.2090151515151515,0.175,175516.72486772487,151340.0,189,138550.9909090909,250392,12.43078696254576,Medium
zeetv,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,72,2027,10,1,1,0,0.0,0.18479090354090355,0.175,519998.1919191919,470863.0,198,465191.94573643414,635538,13.362228736729433,High
zeetv,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,72,2027,10,1,1,0,0.0,0.18479090354090355,0.175,519998.1919191919,470863.0,198,466502.3,507680,13.137608576559803,Medium
5-Minute Crafts,26,Howto & Style,Saturday,March,Spring,Night,Positive,Positive,Positive,23,1154,48,1,1,0,0.35,0.5238095238095238,0.28,2163660.682080925,1774711.0,173,2249424.7934782607,336732,12.7270456104445,Medium
zeekannada,24,Entertainment,Saturday,March,Spring,Night,Positive,Positive,Positive,54,1512,10,1,1,0,1.0,0.16996666666666665,0.175,64232.99,45788.0,100,63233.98484848485,57887,10.966265388195021,Low
And TV,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,89,968,11,1,1,0,0.0,0.1891233766233766,0.175,140243.61904761905,105796.5,126,139247.11627906977,109474,11.603451491669599,Low
And TV,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,89,968,11,1,1,0,0.0,0.1891233766233766,0.175,140243.61904761905,105796.5,126,138904.89655172414,151825,11.93049040727463,Low
Zee Yuva,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,51,1279,10,1,1,1,0.0,0.20265151515151517,0.175,63412.82142857143,58141.5,112,71841.26865671642,92422,11.43413114440381,Low
Mahendra Guru : Online Videos For Govt. Exams,27,Education,Saturday,March,Spring,Night,Neutral,Positive,Neutral,96,1837,27,1,1,2,0.06818181818181818,0.11052188552188552,0.0,41880.95238095238,32915.0,105,42141.11111111111,21688,9.984560498562606,Low
Study IQ education,27,Education,Saturday,March,Spring,Night,Neutral,Positive,Neutral,87,265,1,1,1,3,0.0,0.29375,0.0,58063.35211267605,52068.0,213,54421.1007751938,20320,9.919410113079943,Low
Study IQ education,27,Education,Saturday,March,Spring,Night,Neutral,Positive,Neutral,87,1383,1,1,1,3,0.0,0.15000000000000005,0.0,58063.35211267605,52068.0,213,54158.78461538462,57444,10.958583247287466,Low
only ias,27,Education,Saturday,March,Spring,Night,Neutral,Neutral,Neutral,51,123,2,1,1,3,0.0,0.0,0.0,26897.008196721312,26861.5,122,26942.474576271186,24072,10.088846159487579,Low
Jass Records,10,Music,Saturday,March,Spring,Night,Positive,Positive,Positive,72,1785,21,1,1,3,0.3287878787878788,0.16994949494949493,0.306060606060606,1659635.14,583043.0,50,2214046.411764706,177923,12.089111771806026,Medium
Asianet,24,Entertainment,Saturday,March,Spring,Night,Neutral,Neutral,Positive,62,114,27,1,1,4,0.05000000000000002,0.05000000000000002,0.3,204770.56115107914,152801.0,139,187437.67605633804,204398,12.227829244931813,Medium
Asianet,24,Entertainment,Saturday,March,Spring,Night,Neutral,Neutral,Positive,62,114,27,1,1,4,0.05000000000000002,0.05000000000000002,0.3,204770.56115107914,152801.0,139,187673.23611111112,156328,11.959718039826035,Low
Telugu World visite,27,Education,Saturday,March,Spring,Night,Negative,Negative,Positive,134,226,17,1,1,4,-0.24375,-0.275,0.35714285714285715,316717.8787878788,207491.0,33,302247.0,727257,13.497036576640706,High
Telugu World visite,27,Education,Saturday,March,Spring,Night,Negative,Negative,Positive,134,226,17,1,1,4,-0.24375,-0.275,0.35714285714285715,316717.8787878788,207491.0,33,320725.6956521739,741463,13.516381889145515,High
Telugu World visite,27,Education,Saturday,March,Spring,Night,Negative,Negative,Positive,134,226,17,1,1,4,-0.24375,-0.275,0.35714285714285715,316717.8787878788,207491.0,33,338256.4166666667,550147,13.217942611919279,Medium
Trending Visuals,24,Entertainment,Saturday,March,Spring,Night,Positive,Positive,Positive,61,1124,22,1,1,4,0.7,0.20181818181818179,0.5,97122.5,81092.5,26,93668.86363636363,66353,11.102759324303415,Low
Trending Visuals,24,Entertainment,Saturday,March,Spring,Night,Positive,Positive,Positive,61,1124,22,1,1,4,0.7,0.20181818181818179,0.5,97122.5,81092.5,26,92481.21739130435,98363,11.496430162441031,Low
Colors TV,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,57,465,13,1,1,4,0.0,0.4517857142857143,0.13333333333333333,298880.03225806454,184003.0,186,305637.9074074074,203227,12.222083780469157,Medium
Colors TV,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,57,465,13,1,1,4,0.0,0.4517857142857143,0.13333333333333333,298880.03225806454,184003.0,186,304698.3577981651,279718,12.541540806807838,Medium
Village food factory,2,Autos & Vehicles,Saturday,March,Spring,Night,Positive,Neutral,Neutral,85,20,1,1,1,4,0.25,0.0,0.0,142448.85714285713,128674.0,7,117677.0,173835,12.065867605001525,Medium
Village food factory,2,Autos & Vehicles,Saturday,March,Spring,Night,Positive,Neutral,Neutral,85,20,1,1,1,4,0.25,0.0,0.0,142448.85714285713,128674.0,7,136396.33333333334,132790,11.79653174264357,Low
Mazhavil Manorama,24,Entertainment,Saturday,March,Spring,Night,Neutral,Positive,Positive,63,2425,5,1,1,5,0.0,0.151,0.35,359444.6909090909,273511.0,220,247421.7142857143,113881,11.642918103584087,Low
T-Series Apna Punjab,10,Music,Saturday,March,Spring,Night,Positive,Positive,Positive,88,773,18,1,1,5,0.11666666666666665,0.1473721590909091,0.1371900826446281,1787174.4134078212,1520084.0,179,1661636.9139784947,198723,12.199672206349145,Medium
T-Series Apna Punjab,10,Music,Saturday,March,Spring,Night,Positive,Positive,Positive,88,773,18,1,1,5,0.11666666666666665,0.1473721590909091,0.1371900826446281,1787174.4134078212,1520084.0,179,1646074.0,137266,11.829683213268051,Low
Dhaval Domadiya,23,Comedy,Saturday,March,Spring,Night,Neutral,Neutral,Neutral,41,93,1,1,1,5,0.0,0.0,0.0,453070.875,431149.0,160,437998.9090909091,385253,12.861658135996729,Medium
Dhaval Domadiya,23,Comedy,Saturday,March,Spring,Night,Neutral,Neutral,Neutral,41,93,1,1,1,5,0.0,0.0,0.0,453070.875,431149.0,160,437322.6794871795,532607,13.185540972902558,Medium
Tamil Trending,1,Film & Animation,Saturday,March,Spring,Morning,Neutral,Neutral,Neutral,69,135,21,1,1,6,0.0,0.0,0.0,374529.08108108107,372786.0,37,384411.3142857143,257597,12.45915550920704,Medium
Tamil Trending,1,Film & Animation,Saturday,March,Spring,Morning,Neutral,Neutral,Neutral,69,135,21,1,1,6,0.0,0.0,0.0,374529.08108108107,372786.0,37,380888.69444444444,145583,11.888508518596472,Low
Natural HealthCare,26,Howto & Style,Saturday,March,Spring,Morning,Positive,Positive,Neutral,126,858,16,1,1,6,0.2833333333333333,0.275,0.1,201685.34722222222,131370.0,72,195092.37878787878,297307,12.602523917470435,Medium
Natural HealthCare,26,Howto & Style,Saturday,March,Spring,Morning,Positive,Positive,Neutral,126,858,16,1,1,6,0.2833333333333333,0.275,0.1,201685.34722222222,131370.0,72,196617.97014925373,140608,11.853738267689861,Low
News 24,25,News & Politics,Saturday,March,Spring,Morning,Positive,Positive,Positive,67,845,36,1,1,6,0.7,0.13333333333333333,0.17613636363636365,115222.02564102564,61487.0,39,122267.33333333333,33332,10.414303176252119,Low
Rhythm Boyz,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,99,1161,26,1,1,6,0.0,0.26666666666666666,0.4800000000000001,1571686.608695652,738107.5,46,307836.0,1526031,14.238181460462508,High
Rhythm Boyz,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,99,1161,26,1,1,6,0.0,0.26666666666666666,0.4800000000000001,1571686.608695652,738107.5,46,1526031.0,1664547,14.32506417307016,High
Rhythm Boyz,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,99,1161,26,1,1,6,0.0,0.26666666666666666,0.4800000000000001,1571686.608695652,738107.5,46,1595289.0,1011653,13.827097173136162,High
Rhythm Boyz,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,99,1161,26,1,1,6,0.0,0.26666666666666666,0.4800000000000001,1571686.608695652,738107.5,46,1400743.6666666667,1329011,14.09994636699999,High
Rhythm Boyz,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,99,1161,26,1,1,6,0.0,0.26666666666666666,0.4800000000000001,1571686.608695652,738107.5,46,1382810.5,1329011,14.09994636699999,High
Rhythm Boyz,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,99,1161,26,1,1,6,0.0,0.26666666666666666,0.4800000000000001,1571686.608695652,738107.5,46,1372050.6,607501,13.31711074637249,High
Rhythm Boyz,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,99,1161,26,1,1,6,0.0,0.26666666666666666,0.4800000000000001,1571686.608695652,738107.5,46,1244625.6666666667,1526031,14.238181460462508,High
Take One Media,24,Entertainment,Saturday,March,Spring,Morning,Positive,Positive,Positive,96,616,42,1,1,6,0.6666666666666666,0.2475,0.31515151515151507,129723.76470588235,123226.0,17,127071.22222222222,209875,12.254272159109409,Medium
Take One Media,24,Entertainment,Saturday,March,Spring,Morning,Positive,Positive,Positive,96,616,42,1,1,6,0.6666666666666666,0.2475,0.31515151515151507,129723.76470588235,123226.0,17,135351.6,154832,11.950102395713074,Low
Aditya Music,10,Music,Saturday,March,Spring,Morning,Neutral,Positive,Neutral,95,2718,18,1,1,7,0.0,0.1961038961038961,0.0,1136786.7611111111,789877.0,180,1173667.3854166667,503956,13.130246225953446,Medium
HEALTH TIPS HINDI,27,Education,Saturday,March,Spring,Morning,Positive,Neutral,Positive,145,606,29,1,1,7,0.2333333333333333,0.0,0.35,417019.25,478299.0,8,24096.0,673231,13.419845274334257,High
HEALTH TIPS HINDI,27,Education,Saturday,March,Spring,Morning,Positive,Neutral,Positive,145,606,29,1,1,7,0.2333333333333333,0.0,0.35,417019.25,478299.0,8,348663.5,402409,12.90522674835352,Medium
HEALTH TIPS HINDI,27,Education,Saturday,March,Spring,Morning,Positive,Neutral,Positive,145,606,29,1,1,7,0.2333333333333333,0.0,0.35,417019.25,478299.0,8,366578.6666666667,642182,13.37262858878297,High
Vijay Television,43,Unknown,Saturday,March,Spring,Morning,Neutral,Positive,Neutral,17,473,19,1,1,7,0.0,0.35,0.0,529033.5887445888,454944.0,231,351908.39285714284,145449,11.887587663923348,Low
Mahendra Guru : Online Videos For Govt. Exams,27,Education,Saturday,March,Spring,Morning,Negative,Positive,Neutral,93,2286,29,1,1,7,-0.125,0.2679702872884691,0.0,41880.95238095238,32915.0,105,41936.58,30389,10.321868885910838,Low
LShokeen Films,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,62,874,30,1,1,8,0.0,0.5625,0.5,1485833.401574803,1526612.0,127,1088030.2166666666,2273505,14.636833691346425,High
LShokeen Films,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,62,874,30,1,1,8,0.0,0.5625,0.5,1485833.401574803,1526612.0,127,1107464.2295081967,1153461,13.958278412837007,High
LShokeen Films,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,62,874,30,1,1,8,0.0,0.5625,0.5,1485833.401574803,1526612.0,127,1108206.1129032257,2101179,14.558009649646188,High
LShokeen Films,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,62,874,30,1,1,8,0.0,0.5625,0.5,1485833.401574803,1526612.0,127,1123967.5873015872,2101179,14.558009649646188,High
LShokeen Films,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,62,874,30,1,1,8,0.0,0.5625,0.5,1485833.401574803,1526612.0,127,1139236.515625,1813972,14.41103002531271,High
LShokeen Films,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,62,874,30,1,1,8,0.0,0.5625,0.5,1485833.401574803,1526612.0,127,1149617.0615384616,2273505,14.636833691346425,High
LShokeen Films,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Positive,62,874,30,1,1,8,0.0,0.5625,0.5,1485833.401574803,1526612.0,127,1166645.6666666667,2370154,14.678465911816653,High
5-Minute Crafts,26,Howto & Style,Saturday,March,Spring,Morning,Neutral,Neutral,Negative,32,996,49,1,1,8,0.0,-0.004513888888888873,-0.10000000000000002,2163660.682080925,1774711.0,173,2228858.204301075,6542112,15.693770759936486,High
5-Minute Crafts,26,Howto & Style,Saturday,March,Spring,Morning,Neutral,Neutral,Negative,32,996,49,1,1,8,0.0,-0.004513888888888873,-0.10000000000000002,2163660.682080925,1774711.0,173,2274743.8829787234,5472687,15.515280461375196,High
Technical Guruji,28,Science & Technology,Saturday,March,Spring,Morning,Positive,Positive,Positive,38,1202,17,1,1,8,0.6,0.10909090909090909,0.15,575837.0465116279,422925.0,215,373273.4765625,1301114,14.078732147131591,High
Technical Guruji,28,Science & Technology,Saturday,March,Spring,Morning,Positive,Positive,Positive,38,1202,17,1,1,8,0.6,0.10909090909090909,0.15,575837.0465116279,422925.0,215,380466.0387596899,744476,13.520437237412072,High
Technical Guruji,28,Science & Technology,Saturday,March,Spring,Morning,Positive,Positive,Positive,38,1202,17,1,1,8,0.6,0.10909090909090909,0.15,575837.0465116279,422925.0,215,383266.1153846154,1061569,13.875259502369486,High
Technical Guruji,28,Science & Technology,Saturday,March,Spring,Morning,Positive,Positive,Positive,38,1202,17,1,1,8,0.6,0.10909090909090909,0.15,575837.0465116279,422925.0,215,388444.0,1194464,13.993208944355974,High
jaby koay,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Neutral,66,1254,21,1,1,8,0.0,0.3,0.0,139565.2831858407,103735.0,113,126577.03614457832,61904,11.033356230854793,Low
Murari Ki Kocktail,1,Film & Animation,Saturday,March,Spring,Morning,Negative,Neutral,Negative,50,183,16,1,1,8,-0.4166666666666667,-0.056249999999999994,-0.1875,316103.311827957,308851.0,93,318110.22222222225,318374,12.670985212281758,Medium
Murari Ki Kocktail,1,Film & Animation,Saturday,March,Spring,Morning,Negative,Neutral,Negative,50,153,16,1,1,8,-0.4166666666666667,-0.056249999999999994,-0.1875,316103.311827957,308851.0,93,318113.1208791209,174287,12.068464382322226,Medium
Murari Ki Kocktail,1,Film & Animation,Saturday,March,Spring,Morning,Negative,Neutral,Negative,50,183,16,1,1,8,-0.4166666666666667,-0.056249999999999994,-0.1875,316103.311827957,308851.0,93,316549.79347826086,275027,12.524628189647407,Medium
Saregama TVShows,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Neutral,Neutral,91,866,23,1,1,9,0.0,0.08333333333333333,0.0,148513.02747252746,152561.5,182,148858.7314814815,153137,11.939094754636685,Low
5ocial,24,Entertainment,Saturday,March,Spring,Morning,Neutral,Positive,Neutral,32,287,10,1,1,9,0.0,0.1714285714285714,0.1,516511.28571428574,486598.0,7,388605.0,486598,13.09519565425341,Medium
Polimer News,25,News & Politics,Saturday,March,Spring,Morning,Neutral,Positive,Positive,84,337,6,1,1,9,0.0,0.45,0.5,241210.86956521738,173068.5,138,203055.3409090909,46106,10.738720061275421,Low
Manchu Mon,22,People & Blogs,Saturday,March,Spring,Morning,Negative,Negative,Positive,130,130,28,1,1,9,-0.44999999999999996,-0.44999999999999996,0.13636363636363635,183775.92307692306,121515.0,26,188831.85,145160,11.885598750253402,Low
